,Fecha Hora,Hora,Nivel OK,Fixed Date,Minute
501,44459.84722,0.847222222,195,44459,ok
511,44459.85417,0.854166667,195,44459,ok
521,44459.86111,0.861111111,196,44459,ok
531,44459.86806,0.868055556,196,44459,ok
541,44459.875,0.875,196,44459,ok
551,44459.88194,0.881944444,196,44459,ok
561,44459.88889,0.888888889,198,44459,ok
571,44459.89583,0.895833333,199,44459,ok
581,44459.90278,0.902777778,200,44459,ok
591,44459.90972,0.909722222,201,44459,ok
601,44459.91667,0.916666667,201,44459,ok
611,44459.92361,0.923611111,200,44459,ok
621,44459.93056,0.930555556,200,44459,ok
631,44459.9375,0.9375,200,44459,ok
641,44459.94444,0.944444444,200,44459,ok
651,44459.95139,0.951388889,198,44459,ok
661,44459.95833,0.958333333,196,44459,ok
671,44459.96528,0.965277778,195,44459,ok
681,44459.97222,0.972222222,192,44459,ok
691,44459.97917,0.979166667,191,44459,ok
701,44459.98611,0.986111111,189,44459,ok
711,44459.99306,0.993055556,191,44459,ok
721,44460.00016,0.000162037,193,44460,ok
731,44460.00694,0.006944444,193,44460,ok
741,44460.01389,0.013888889,193,44460,ok
751,44460.02083,0.020833333,192,44460,ok
761,44460.02778,0.027777778,192,44460,ok
771,44460.03472,0.034722222,192,44460,ok
781,44460.04167,0.041666667,189,44460,ok
791,44460.04861,0.048611111,188,44460,ok
801,44460.05556,0.055555556,188,44460,ok
811,44460.0625,0.0625,188,44460,ok
821,44460.06944,0.069444444,188,44460,ok
831,44460.07639,0.076388889,188,44460,ok
841,44460.08333,0.083333333,187,44460,ok
851,44460.09028,0.090277778,186,44460,ok
861,44460.09722,0.097222222,184,44460,ok
871,44460.10417,0.104166667,182,44460,ok
881,44460.11111,0.111111111,181,44460,ok
891,44460.11806,0.118055556,180,44460,ok
901,44460.125,0.125,181,44460,ok
911,44460.13194,0.131944444,181,44460,ok
921,44460.13889,0.138888889,181,44460,ok
931,44460.14583,0.145833333,181,44460,ok
941,44460.15278,0.152777778,182,44460,ok
951,44460.15972,0.159722222,185,44460,ok
961,44460.16667,0.166666667,186,44460,ok
971,44460.17361,0.173611111,187,44460,ok
981,44460.18056,0.180555556,188,44460,ok
991,44460.1875,0.1875,189,44460,ok
1001,44460.19444,0.194444444,193,44460,ok
1011,44460.2014,0.201400463,195,44460,ok
1021,44460.20833,0.208333333,197,44460,ok
1031,44460.21528,0.215277778,198,44460,ok
1041,44460.22253,0.222534722,199,44460,ok
1051,44460.22917,0.229166667,200,44460,ok
1061,44460.23611,0.236111111,201,44460,ok
1071,44460.24306,0.243055556,202,44460,ok
1081,44460.25,0.25,201,44460,ok
1091,44460.25694,0.256944444,199,44460,ok
1101,44460.26389,0.263888889,198,44460,ok
1111,44460.27083,0.270833333,197,44460,ok
1121,44460.27778,0.277777778,196,44460,ok
1131,44460.28472,0.284722222,196,44460,ok
1141,44460.29167,0.291666667,197,44460,ok
1151,44460.29861,0.298611111,198,44460,ok
1161,44460.30556,0.305555556,199,44460,ok
1171,44460.3125,0.3125,199,44460,ok
1181,44460.31944,0.319444444,200,44460,ok
1191,44460.32639,0.326388889,198,44460,ok
1201,44460.33333,0.333333333,196,44460,ok
1211,44460.34028,0.340277778,194,44460,ok
1221,44460.34722,0.347222222,192,44460,ok
1231,44460.35417,0.354166667,193,44460,ok
1241,44460.36111,0.361111111,193,44460,ok
1251,44460.36806,0.368055556,193,44460,ok
1261,44460.375,0.375,194,44460,ok
1271,44460.38194,0.381944444,194,44460,ok
1281,44460.38889,0.388888889,195,44460,ok
1291,44460.39583,0.395833333,192,44460,ok
1301,44460.40278,0.402777778,191,44460,ok
1311,44460.40972,0.409722222,189,44460,ok
1321,44460.41667,0.416666667,188,44460,ok
1331,44460.42361,0.423611111,187,44460,ok
1341,44460.43056,0.430555556,187,44460,ok
1351,44460.4375,0.4375,187,44460,ok
1361,44460.44444,0.444444444,187,44460,ok
1371,44460.45139,0.451388889,185,44460,ok
1381,44460.45833,0.458333333,185,44460,ok
1391,44460.46528,0.465277778,184,44460,ok
1401,44460.47222,0.472222222,183,44460,ok
1411,44460.47917,0.479166667,183,44460,ok
1421,44460.48611,0.486111111,182,44460,ok
1431,44460.49306,0.493055556,183,44460,ok
1441,44460.5,0.5,185,44460,ok
1451,44460.50694,0.506944444,187,44460,ok
1461,44460.51389,0.513888889,191,44460,ok
1471,44460.52083,0.520833333,193,44460,ok
1481,44460.52778,0.527777778,195,44460,ok
1491,44460.53472,0.534722222,194,44460,ok
1501,44460.54167,0.541666667,194,44460,ok
1511,44460.54861,0.548611111,194,44460,ok
1521,44460.55556,0.555555556,194,44460,ok
1531,44460.5625,0.5625,192,44460,ok
1541,44460.56944,0.569444444,189,44460,ok
1551,44460.57639,0.576388889,186,44460,ok
1561,44460.58333,0.583333333,183,44460,ok
1571,44460.59028,0.590277778,181,44460,ok
1581,44460.59722,0.597222222,178,44460,ok
1591,44460.60417,0.604166667,177,44460,ok
1601,44460.61111,0.611111111,183,44460,ok
1611,44460.61806,0.618055556,191,44460,ok
1621,44460.625,0.625,195,44460,ok
1631,44460.63194,0.631944444,194,44460,ok
1641,44460.63889,0.638888889,193,44460,ok
1651,44460.64583,0.645833333,192,44460,ok
1661,44460.65278,0.652777778,191,44460,ok
1671,44460.65972,0.659722222,191,44460,ok
1681,44460.66667,0.666666667,195,44460,ok
1691,44460.67361,0.673611111,197,44460,ok
1701,44460.68056,0.680555556,195,44460,ok
1711,44460.6875,0.6875,195,44460,ok
1721,44460.69444,0.694444444,195,44460,ok
1731,44460.70139,0.701388889,193,44460,ok
1741,44460.70833,0.708333333,192,44460,ok
1751,44460.71528,0.715277778,192,44460,ok
1761,44460.72222,0.722222222,193,44460,ok
1771,44460.72917,0.729166667,194,44460,ok
1781,44460.73611,0.736111111,195,44460,ok
1791,44460.74306,0.743055556,195,44460,ok
1801,44460.75,0.75,195,44460,ok
1811,44460.75694,0.756944444,196,44460,ok
1821,44460.76389,0.763888889,197,44460,ok
1831,44460.77083,0.770833333,198,44460,ok
1841,44460.77778,0.777777778,197,44460,ok
1851,44460.78472,0.784722222,197,44460,ok
1861,44460.79167,0.791666667,198,44460,ok
1871,44460.79861,0.798611111,200,44460,ok
1881,44460.80556,0.805555556,201,44460,ok
1891,44460.8125,0.8125,201,44460,ok
1901,44460.81944,0.819444444,202,44460,ok
1911,44460.82639,0.826388889,203,44460,ok
1921,44460.83333,0.833333333,204,44460,ok
1931,44460.84028,0.840277778,204,44460,ok
1941,44460.84722,0.847222222,204,44460,ok
1951,44460.85417,0.854166667,204,44460,ok
1961,44460.86111,0.861111111,201,44460,ok
1971,44460.86806,0.868055556,198,44460,ok
1981,44460.875,0.875,197,44460,ok
1991,44460.88194,0.881944444,196,44460,ok
2001,44460.88889,0.888888889,195,44460,ok
2011,44460.89583,0.895833333,195,44460,ok
2021,44460.90278,0.902777778,195,44460,ok
2031,44460.90972,0.909722222,195,44460,ok
2041,44460.91667,0.916666667,195,44460,ok
2051,44460.92361,0.923611111,197,44460,ok
2061,44460.93056,0.930555556,198,44460,ok
2071,44460.9375,0.9375,199,44460,ok
2081,44460.94444,0.944444444,200,44460,ok
2091,44460.95139,0.951388889,200,44460,ok
2101,44460.95833,0.958333333,200,44460,ok
2111,44460.96528,0.965277778,199,44460,ok
2121,44460.97222,0.972222222,197,44460,ok
2131,44460.97917,0.979166667,195,44460,ok
2141,44460.98611,0.986111111,193,44460,ok
2151,44460.99306,0.993055556,191,44460,ok
2161,44461.0,0.0,189,44461,ok
2171,44461.00694,0.006944444,189,44461,ok
2181,44461.01389,0.013888889,189,44461,ok
2191,44461.02083,0.020833333,192,44461,ok
2201,44461.02778,0.027777778,193,44461,ok
2211,44461.03472,0.034722222,195,44461,ok
2221,44461.04167,0.041666667,195,44461,ok
2231,44461.04861,0.048611111,195,44461,ok
2241,44461.05556,0.055555556,195,44461,ok
2251,44461.0625,0.0625,195,44461,ok
2261,44461.06944,0.069444444,195,44461,ok
2271,44461.07639,0.076388889,195,44461,ok
2281,44461.08333,0.083333333,196,44461,ok
2291,44461.09028,0.090277778,197,44461,ok
2301,44461.09722,0.097222222,197,44461,ok
2311,44461.10417,0.104166667,197,44461,ok
2321,44461.11111,0.111111111,198,44461,ok
2331,44461.11806,0.118055556,197,44461,ok
2341,44461.125,0.125,196,44461,ok
2351,44461.13194,0.131944444,194,44461,ok
2361,44461.13889,0.138888889,194,44461,ok
2371,44461.14583,0.145833333,194,44461,ok
2381,44461.15278,0.152777778,195,44461,ok
2391,44461.15972,0.159722222,196,44461,ok
2401,44461.16667,0.166666667,196,44461,ok
2411,44461.17361,0.173611111,196,44461,ok
2421,44461.18056,0.180555556,196,44461,ok
2431,44461.1875,0.1875,196,44461,ok
2441,44461.19444,0.194444444,196,44461,ok
2451,44461.20139,0.201388889,196,44461,ok
2461,44461.20833,0.208333333,195,44461,ok
2471,44461.21528,0.215277778,195,44461,ok
2481,44461.22222,0.222222222,196,44461,ok
2491,44461.22917,0.229166667,196,44461,ok
2501,44461.23611,0.236111111,197,44461,ok
2511,44461.24306,0.243055556,196,44461,ok
2521,44461.25,0.25,192,44461,ok
2531,44461.25694,0.256944444,191,44461,ok
2541,44461.26389,0.263888889,191,44461,ok
2551,44461.27083,0.270833333,191,44461,ok
2561,44461.27778,0.277777778,189,44461,ok
2571,44461.28472,0.284722222,191,44461,ok
2581,44461.29167,0.291666667,192,44461,ok
2591,44461.29861,0.298611111,191,44461,ok
2601,44461.30556,0.305555556,192,44461,ok
2611,44461.3125,0.3125,193,44461,ok
2621,44461.31944,0.319444444,194,44461,ok
2631,44461.32639,0.326388889,195,44461,ok
2641,44461.33333,0.333333333,195,44461,ok
2651,44461.34028,0.340277778,195,44461,ok
2661,44461.34722,0.347222222,195,44461,ok
2671,44461.35417,0.354166667,195,44461,ok
2681,44461.36111,0.361111111,195,44461,ok
2691,44461.36806,0.368055556,195,44461,ok
2701,44461.375,0.375,193,44461,ok
2711,44461.38194,0.381944444,187,44461,ok
2721,44461.38889,0.388888889,181,44461,ok
2731,44461.39583,0.395833333,177,44461,ok
2741,44461.40278,0.402777778,171,44461,ok
2751,44461.40972,0.409722222,165,44461,ok
2761,44461.41667,0.416666667,158,44461,ok
2771,44461.42361,0.423611111,153,44461,ok
2781,44461.43056,0.430555556,148,44461,ok
2791,44461.4375,0.4375,142,44461,ok
2801,44461.44444,0.444444444,136,44461,ok
2811,44461.45139,0.451388889,132,44461,ok
2821,44461.45833,0.458333333,129,44461,ok
2831,44461.46528,0.465277778,127,44461,ok
2841,44461.47222,0.472222222,126,44461,ok
2851,44461.47917,0.479166667,125,44461,ok
2861,44461.48611,0.486111111,123,44461,ok
2871,44461.49306,0.493055556,122,44461,ok
2881,44461.5,0.5,121,44461,ok
2891,44461.50694,0.506944444,120,44461,ok
2901,44461.51389,0.513888889,119,44461,ok
2911,44461.52083,0.520833333,118,44461,ok
2921,44461.52778,0.527777778,117,44461,ok
2931,44461.53472,0.534722222,116,44461,ok
2941,44461.54167,0.541666667,114,44461,ok
2951,44461.54861,0.548611111,117,44461,ok
2961,44461.55556,0.555555556,119,44461,ok
2971,44461.5625,0.5625,123,44461,ok
2981,44461.56944,0.569444444,129,44461,ok
2991,44461.57639,0.576388889,135,44461,ok
3001,44461.58333,0.583333333,140,44461,ok
3011,44461.59028,0.590277778,145,44461,ok
3021,44461.59722,0.597222222,149,44461,ok
3031,44461.60417,0.604166667,154,44461,ok
3041,44461.61111,0.611111111,158,44461,ok
3051,44461.61806,0.618055556,160,44461,ok
3061,44461.625,0.625,159,44461,ok
3071,44461.63194,0.631944444,158,44461,ok
3081,44461.63889,0.638888889,157,44461,ok
3091,44461.64583,0.645833333,157,44461,ok
3101,44461.65278,0.652777778,154,44461,ok
3111,44461.65972,0.659722222,150,44461,ok
3121,44461.66667,0.666666667,147,44461,ok
3131,44461.67361,0.673611111,146,44461,ok
3141,44461.68056,0.680555556,146,44461,ok
3151,44461.6875,0.6875,149,44461,ok
3161,44461.69444,0.694444444,151,44461,ok
3171,44461.70139,0.701388889,152,44461,ok
3181,44461.70833,0.708333333,158,44461,ok
3191,44461.71528,0.715277778,155,44461,ok
3201,44461.72222,0.722222222,153,44461,ok
3211,44461.72917,0.729166667,149,44461,ok
3221,44461.73611,0.736111111,143,44461,ok
3231,44461.74306,0.743055556,135,44461,ok
3241,44461.75,0.75,127,44461,ok
3251,44461.75694,0.756944444,119,44461,ok
3261,44461.76389,0.763888889,114,44461,ok
3271,44461.77083,0.770833333,110,44461,ok
3281,44461.77778,0.777777778,106,44461,ok
3291,44461.78472,0.784722222,103,44461,ok
3301,44461.79167,0.791666667,100,44461,ok
3311,44461.79861,0.798611111,97,44461,ok
3321,44461.80556,0.805555556,95,44461,ok
3331,44461.8125,0.8125,92,44461,ok
3341,44461.81944,0.819444444,90,44461,ok
3351,44461.82639,0.826388889,90,44461,ok
3361,44461.83333,0.833333333,89,44461,ok
3371,44461.84028,0.840277778,87,44461,ok
3381,44461.84722,0.847222222,87,44461,ok
3391,44461.85417,0.854166667,89,44461,ok
3401,44461.86111,0.861111111,89,44461,ok
3411,44461.86806,0.868055556,91,44461,ok
3421,44461.875,0.875,92,44461,ok
3431,44461.88194,0.881944444,92,44461,ok
3441,44461.88889,0.888888889,94,44461,ok
3451,44461.89583,0.895833333,95,44461,ok
3461,44461.90278,0.902777778,98,44461,ok
3471,44461.90972,0.909722222,103,44461,ok
3481,44461.91667,0.916666667,109,44461,ok
3491,44461.92361,0.923611111,114,44461,ok
3501,44461.93056,0.930555556,118,44461,ok
3511,44461.9375,0.9375,122,44461,ok
3521,44461.94444,0.944444444,127,44461,ok
3531,44461.95139,0.951388889,132,44461,ok
3541,44461.95833,0.958333333,135,44461,ok
3551,44461.96528,0.965277778,137,44461,ok
3561,44461.97222,0.972222222,140,44461,ok
3571,44461.97917,0.979166667,143,44461,ok
3581,44461.98611,0.986111111,146,44461,ok
3591,44461.99306,0.993055556,150,44461,ok
3601,44462.0,0.0,156,44462,ok
3611,44462.00694,0.006944444,162,44462,ok
3621,44462.01389,0.013888889,168,44462,ok
3631,44462.02083,0.020833333,174,44462,ok
3641,44462.02778,0.027777778,181,44462,ok
3651,44462.03472,0.034722222,186,44462,ok
3661,44462.04167,0.041666667,192,44462,ok
3671,44462.04861,0.048611111,193,44462,ok
3681,44462.05556,0.055555556,194,44462,ok
3691,44462.0625,0.0625,196,44462,ok
3701,44462.06944,0.069444444,198,44462,ok
3720,44462.08333,0.083333333,200,44462,ok
3730,44462.09028,0.090277778,200,44462,ok
3740,44462.09725,0.09724537,201,44462,ok
3750,44462.10417,0.104166667,202,44462,ok
3759,44462.11111,0.111111111,202,44462,ok
3769,44462.1186,0.118599537,202,44462,ok
3779,44462.125,0.125,202,44462,ok
3789,44462.13194,0.131944444,202,44462,ok
3799,44462.13889,0.138888889,202,44462,ok
3809,44462.14583,0.145833333,203,44462,ok
3819,44462.15278,0.152777778,203,44462,ok
3829,44462.15972,0.159722222,203,44462,ok
3839,44462.16667,0.166666667,203,44462,ok
3849,44462.17361,0.173611111,202,44462,ok
3859,44462.18056,0.180555556,201,44462,ok
3869,44462.1875,0.1875,199,44462,ok
3879,44462.19444,0.194444444,199,44462,ok
3889,44462.20139,0.201388889,199,44462,ok
3899,44462.20833,0.208333333,199,44462,ok
3909,44462.21528,0.215277778,199,44462,ok
3919,44462.22222,0.222222222,199,44462,ok
3929,44462.22917,0.229166667,199,44462,ok
3939,44462.23611,0.236111111,199,44462,ok
3949,44462.24306,0.243055556,199,44462,ok
3959,44462.25,0.25,200,44462,ok
3969,44462.25694,0.256944444,199,44462,ok
3979,44462.26389,0.263888889,198,44462,ok
3989,44462.27106,0.271064815,196,44462,ok
3999,44462.27778,0.277777778,195,44462,ok
4009,44462.28472,0.284722222,194,44462,ok
4019,44462.29167,0.291666667,192,44462,ok
4029,44462.29861,0.298611111,191,44462,ok
4039,44462.30556,0.305555556,189,44462,ok
4049,44462.3125,0.3125,186,44462,ok
4059,44462.31944,0.319444444,183,44462,ok
4069,44462.32639,0.326388889,183,44462,ok
4079,44462.33333,0.333333333,183,44462,ok
4089,44462.34028,0.340277778,181,44462,ok
4099,44462.34722,0.347222222,181,44462,ok
4109,44462.35417,0.354166667,182,44462,ok
4119,44462.36111,0.361111111,184,44462,ok
4129,44462.36806,0.368055556,184,44462,ok
4139,44462.375,0.375,185,44462,ok
4149,44462.38194,0.381944444,185,44462,ok
4159,44462.38889,0.388888889,185,44462,ok
4169,44462.39583,0.395833333,184,44462,ok
4179,44462.40278,0.402777778,183,44462,ok
4189,44462.40972,0.409722222,182,44462,ok
4199,44462.41667,0.416666667,182,44462,ok
4209,44462.42361,0.423611111,180,44462,ok
4219,44462.43056,0.430555556,180,44462,ok
4229,44462.4375,0.4375,179,44462,ok
4239,44462.44444,0.444444444,177,44462,ok
4249,44462.45139,0.451388889,176,44462,ok
4259,44462.45833,0.458333333,175,44462,ok
4269,44462.46528,0.465277778,176,44462,ok
4279,44462.47222,0.472222222,176,44462,ok
4289,44462.47917,0.479166667,175,44462,ok
4299,44462.48611,0.486111111,173,44462,ok
4309,44462.49306,0.493055556,171,44462,ok
4319,44462.5,0.5,171,44462,ok
4329,44462.50694,0.506944444,173,44462,ok
4339,44462.51389,0.513888889,172,44462,ok
4349,44462.52083,0.520833333,169,44462,ok
4359,44462.52778,0.527777778,168,44462,ok
4369,44462.53472,0.534722222,165,44462,ok
4379,44462.54167,0.541666667,164,44462,ok
4389,44462.54861,0.548611111,164,44462,ok
4399,44462.55556,0.555555556,164,44462,ok
4409,44462.5625,0.5625,165,44462,ok
4419,44462.56944,0.569444444,163,44462,ok
4429,44462.57639,0.576388889,163,44462,ok
4439,44462.58333,0.583333333,163,44462,ok
4449,44462.59028,0.590277778,162,44462,ok
4459,44462.59722,0.597222222,162,44462,ok
4469,44462.60417,0.604166667,162,44462,ok
4479,44462.61111,0.611111111,164,44462,ok
4489,44462.61806,0.618055556,167,44462,ok
4499,44462.625,0.625,170,44462,ok
4509,44462.63194,0.631944444,174,44462,ok
4519,44462.63889,0.638888889,176,44462,ok
4529,44462.64583,0.645833333,179,44462,ok
4539,44462.65278,0.652777778,182,44462,ok
4549,44462.65972,0.659722222,186,44462,ok
4559,44462.66667,0.666666667,191,44462,ok
4569,44462.67361,0.673611111,195,44462,ok
4579,44462.68056,0.680555556,197,44462,ok
4589,44462.6875,0.6875,197,44462,ok
4599,44462.69444,0.694444444,197,44462,ok
4609,44462.70139,0.701388889,197,44462,ok
4619,44462.70833,0.708333333,196,44462,ok
4629,44462.71528,0.715277778,197,44462,ok
4639,44462.72222,0.722222222,197,44462,ok
4649,44462.72917,0.729166667,197,44462,ok
4659,44462.73611,0.736111111,196,44462,ok
4669,44462.74306,0.743055556,196,44462,ok
4679,44462.75,0.75,198,44462,ok
4689,44462.75694,0.756944444,199,44462,ok
4699,44462.76389,0.763888889,199,44462,ok
4709,44462.77083,0.770833333,198,44462,ok
4719,44462.77778,0.777777778,198,44462,ok
4729,44462.78472,0.784722222,197,44462,ok
4739,44462.79167,0.791666667,198,44462,ok
4749,44462.79861,0.798611111,197,44462,ok
4759,44462.80556,0.805555556,197,44462,ok
4769,44462.8125,0.8125,195,44462,ok
4779,44462.81944,0.819444444,194,44462,ok
4789,44462.82639,0.826388889,194,44462,ok
4799,44462.83333,0.833333333,193,44462,ok
4809,44462.84028,0.840277778,194,44462,ok
4819,44462.84722,0.847222222,195,44462,ok
4829,44462.85417,0.854166667,196,44462,ok
4839,44462.86111,0.861111111,195,44462,ok
4849,44462.86806,0.868055556,194,44462,ok
4859,44462.875,0.875,194,44462,ok
4869,44462.88194,0.881944444,194,44462,ok
4879,44462.88889,0.888888889,194,44462,ok
4889,44462.89583,0.895833333,196,44462,ok
4899,44462.90278,0.902777778,196,44462,ok
4909,44462.90972,0.909722222,195,44462,ok
4919,44462.91667,0.916666667,194,44462,ok
4929,44462.92361,0.923611111,193,44462,ok
4939,44462.93056,0.930555556,193,44462,ok
4949,44462.9375,0.9375,195,44462,ok
4959,44462.94444,0.944444444,197,44462,ok
4969,44462.95139,0.951388889,197,44462,ok
4979,44462.95839,0.958391204,198,44462,ok
4989,44462.96528,0.965277778,199,44462,ok
4999,44462.97222,0.972222222,199,44462,ok
5008,44462.97935,0.979351852,200,44462,ok
5018,44462.98611,0.986111111,201,44462,ok
5028,44462.99306,0.993055556,201,44462,ok
5038,44463.0,0.0,202,44463,ok
5048,44463.00694,0.006944444,203,44463,ok
5058,44463.01389,0.013888889,203,44463,ok
5068,44463.02083,0.020833333,204,44463,ok
5078,44463.02778,0.027777778,204,44463,ok
5088,44463.03472,0.034722222,204,44463,ok
5098,44463.04167,0.041666667,204,44463,ok
5108,44463.04861,0.048611111,204,44463,ok
5118,44463.05556,0.055555556,204,44463,ok
5128,44463.0625,0.0625,205,44463,ok
5138,44463.06944,0.069444444,205,44463,ok
5148,44463.07639,0.076388889,205,44463,ok
5158,44463.08333,0.083333333,205,44463,ok
5168,44463.09028,0.090277778,204,44463,ok
5178,44463.09722,0.097222222,202,44463,ok
5188,44463.10417,0.104166667,200,44463,ok
5198,44463.11111,0.111111111,199,44463,ok
5208,44463.11806,0.118055556,198,44463,ok
5218,44463.125,0.125,197,44463,ok
5228,44463.13194,0.131944444,196,44463,ok
5238,44463.13889,0.138888889,196,44463,ok
5248,44463.14583,0.145833333,196,44463,ok
5258,44463.15278,0.152777778,196,44463,ok
5268,44463.15972,0.159722222,195,44463,ok
5278,44463.16667,0.166666667,194,44463,ok
5288,44463.17361,0.173611111,194,44463,ok
5298,44463.18056,0.180555556,194,44463,ok
5308,44463.1875,0.1875,193,44463,ok
5318,44463.19444,0.194444444,192,44463,ok
5328,44463.20139,0.201388889,192,44463,ok
5338,44463.20833,0.208333333,191,44463,ok
5348,44463.21528,0.215277778,192,44463,ok
5358,44463.22222,0.222222222,193,44463,ok
5368,44463.22917,0.229166667,193,44463,ok
5378,44463.23611,0.236111111,194,44463,ok
5388,44463.24306,0.243055556,195,44463,ok
5398,44463.25,0.25,196,44463,ok
5408,44463.25694,0.256944444,197,44463,ok
5418,44463.26389,0.263888889,198,44463,ok
5428,44463.27083,0.270833333,199,44463,ok
5438,44463.27778,0.277777778,199,44463,ok
5448,44463.28472,0.284722222,200,44463,ok
5458,44463.29167,0.291666667,199,44463,ok
5468,44463.29861,0.298611111,199,44463,ok
5478,44463.30556,0.305555556,200,44463,ok
5488,44463.3125,0.3125,200,44463,ok
5498,44463.31944,0.319444444,201,44463,ok
5508,44463.32639,0.326388889,201,44463,ok
5518,44463.33333,0.333333333,200,44463,ok
5528,44463.34028,0.340277778,200,44463,ok
5538,44463.34722,0.347222222,200,44463,ok
5548,44463.35417,0.354166667,199,44463,ok
5558,44463.36111,0.361111111,199,44463,ok
5568,44463.36806,0.368055556,198,44463,ok
5578,44463.375,0.375,197,44463,ok
5588,44463.38194,0.381944444,195,44463,ok
5598,44463.38889,0.388888889,192,44463,ok
5608,44463.39583,0.395833333,189,44463,ok
5618,44463.40278,0.402777778,187,44463,ok
5628,44463.40972,0.409722222,185,44463,ok
5638,44463.41667,0.416666667,184,44463,ok
5648,44463.42361,0.423611111,183,44463,ok
5658,44463.43056,0.430555556,184,44463,ok
5668,44463.4375,0.4375,184,44463,ok
5678,44463.44444,0.444444444,186,44463,ok
5688,44463.45139,0.451388889,187,44463,ok
5698,44463.45833,0.458333333,187,44463,ok
5708,44463.46528,0.465277778,187,44463,ok
5718,44463.47222,0.472222222,188,44463,ok
5728,44463.47917,0.479166667,187,44463,ok
5738,44463.48611,0.486111111,186,44463,ok
5748,44463.49306,0.493055556,185,44463,ok
5758,44463.5,0.5,184,44463,ok
5768,44463.50694,0.506944444,183,44463,ok
5778,44463.51389,0.513888889,181,44463,ok
5788,44463.52083,0.520833333,184,44463,ok
5798,44463.52778,0.527777778,188,44463,ok
5808,44463.53472,0.534722222,191,44463,ok
5818,44463.54167,0.541666667,193,44463,ok
5828,44463.54861,0.548611111,193,44463,ok
5838,44463.55556,0.555555556,188,44463,ok
5848,44463.5625,0.5625,188,44463,ok
5858,44463.56944,0.569444444,188,44463,ok
5868,44463.57639,0.576388889,188,44463,ok
5878,44463.58333,0.583333333,187,44463,ok
5888,44463.59028,0.590277778,186,44463,ok
5898,44463.59722,0.597222222,185,44463,ok
5908,44463.60417,0.604166667,184,44463,ok
5918,44463.61111,0.611111111,184,44463,ok
5928,44463.61806,0.618055556,183,44463,ok
5938,44463.625,0.625,186,44463,ok
5948,44463.63194,0.631944444,191,44463,ok
5958,44463.63889,0.638888889,193,44463,ok
5968,44463.64583,0.645833333,195,44463,ok
5978,44463.65278,0.652777778,198,44463,ok
5988,44463.65972,0.659722222,199,44463,ok
5998,44463.66667,0.666666667,199,44463,ok
6008,44463.67361,0.673611111,201,44463,ok
6018,44463.68056,0.680555556,202,44463,ok
6028,44463.6875,0.6875,202,44463,ok
6038,44463.69444,0.694444444,201,44463,ok
6048,44463.70139,0.701388889,198,44463,ok
6058,44463.70833,0.708333333,197,44463,ok
6068,44463.71528,0.715277778,195,44463,ok
6078,44463.72222,0.722222222,194,44463,ok
6088,44463.72917,0.729166667,194,44463,ok
6098,44463.73611,0.736111111,194,44463,ok
6108,44463.74306,0.743055556,194,44463,ok
6118,44463.75,0.75,194,44463,ok
6128,44463.75694,0.756944444,194,44463,ok
6138,44463.76389,0.763888889,194,44463,ok
6148,44463.77083,0.770833333,192,44463,ok
6158,44463.77778,0.777777778,192,44463,ok
